Order,PID,MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,price_per_sqft,total_bathrooms,age_at_sale,quality_x_area,SalePrice_log,age_group
186,902329030,70,50.0,-0.14012061136955786,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,9,1890,2002,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,Stone,Fa,Fa,No,Unf,0.0,Unf,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,1157,1111,0,1.5364160266107363,0.0,0.0,3,0,3,1,Gd,7,Typ,0,,Detchd,2003.0,Unf,624.0,TA,TA,N,0,108,0,0,0,0,0,4,2010,WD ,Normal,240000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,156207.69104409113,3.0,120,12.29132821288589,12.388398368982115,
2656,902207080,20,49.0,-0.5351913900665857,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256.0,Unf,0.0,906.0,1162.0,GasA,Ex,Y,SBrkr,1163,0,0,-0.6538191883288678,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1955.0,Unf,220.0,Fa,TA,Y,142,98,0,0,0,0,0,7,2006,WD ,Normal,126175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-192981.48823453404,1.0,51,-1.9614575649866033,11.745433036677353,Old
1322,902402260,70,60.0,0.1505918484263683,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,2,1,1920,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,723.0,723.0,GasA,TA,N,SBrkr,723,363,0,-0.8064419137137995,0.0,0.0,1,0,2,1,TA,5,Maj1,0,,Detchd,1920.0,Unf,400.0,Fa,Po,N,0,24,144,0,0,0,0,11,2008,ConLD,Normal,55000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-68200.82025091656,1.0,88,-1.612883827427599,10.915106645867503,Old
932,909428240,20,100.0,0.9158861870344474,Pave,Reg,Bnk,AllPub,Corner,Mod,PosA,Norm,1Fam,1Story,6,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,420.0,TA,TA,PConc,TA,TA,Av,LwQ,784.0,BLQ,435.0,91.0,1310.0,GasA,Ex,Y,SBrkr,1906,0,0,0.8188910059698886,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Basment,1954.0,Unf,576.0,TA,TA,Y,0,201,0,0,0,0,0,1,2009,WD ,Normal,224000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,273540.6768019097,1.5,55,4.913346035819332,12.319405795112926,Old
1300,902201120,20,50.0,-0.5128288931592068,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104.0,BLQ,169.0,516.0,789.0,GasA,Ex,Y,SBrkr,789,0,0,-1.3951295687699645,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1948.0,Unf,250.0,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD ,Partial,115000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-82429.61985343868,1.0,60,-6.975647843849822,11.652696102959753,Old
2239,910203290,30,59.0,-0.2316826125958816,Pave,Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1012.0,1012.0,GasA,TA,Y,FuseA,1012,0,0,-0.953118299148669,0.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,1920.0,Unf,308.0,TA,TA,Y,0,22,112,0,0,0,0,5,2007,WD ,Normal,118400,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-124223.824163019,1.0,87,-5.718709794892014,11.681832447342321,Old
1314,902305080,75,60.0,-0.06557895501162808,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,319.0,Unf,0.0,416.0,735.0,OthW,Fa,N,SBrkr,1134,924,0,1.1201722301063772,0.0,0.0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,1950.0,Unf,396.0,Fa,Fa,P,0,0,259,0,0,0,0,4,2008,WD ,Normal,129500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,115607.22228197179,1.5,91,6.721033380638263,11.771443882099637,Old
1886,534276180,20,74.0,-0.33268655696087646,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,438.0,LwQ,206.0,250.0,894.0,GasA,Gd,Y,SBrkr,1074,0,0,-0.8302272735140486,0.0,0.0,1,0,2,1,Gd,6,Min1,1,Gd,Detchd,1966.0,Unf,396.0,TA,TA,Y,0,72,0,0,0,0,0,1,2007,WD ,Normal,124000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-149356.69298739528,1.0,51,-4.151136367570243,11.728044909070785,Old
608,534402060,20,115.0,0.046233529525266596,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,TA,Gd,CBlock,TA,TA,No,LwQ,998.0,Unf,0.0,294.0,1292.0,GasA,TA,Y,SBrkr,1292,0,0,-0.39812657047619004,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1964.0,Unf,520.0,TA,TA,Y,0,32,0,0,92,0,0,7,2009,COD,Abnorml,145100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-364456.9610776021,1.5,45,-1.9906328523809502,11.88518533064729,Old
1469,907290150,120,37.0,-0.7072583801594736,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,686.0,Unf,0.0,162.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,-1.2781848830854066,1.0,0.0,1,0,1,1,Gd,3,Typ,0,,Attchd,2003.0,Fin,420.0,TA,TA,Y,140,0,0,0,0,0,0,3,2008,WD ,Normal,136500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-106792.06256179707,1.0,5,-7.669109298512439,11.824087219587643,New
152,535304060,190,70.0,0.42975035148681534,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,Rec,532.0,Unf,0.0,456.0,988.0,GasA,TA,Y,SBrkr,988,0,0,-1.000689018749167,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1958.0,Unf,264.0,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD ,Abnorml,119000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-118918.06322482346,1.0,52,-5.003445093745835,11.686887175419702,Old
1209,534400060,20,100.0,0.0058567989980546275,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,0.0,935.0,1425.0,GasA,Gd,Y,SBrkr,1425,0,0,-0.13450549935676256,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,576.0,TA,TA,Y,0,0,0,407,0,0,0,7,2008,WD ,Normal,180500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1341952.5659782991,2.0,44,-0.8070329961405753,12.103491596905931,Old
2090,906200230,50,104.0,1.713481910064296,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1.5Fin,6,5,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1105.0,1105.0,GasA,Ex,Y,SBrkr,1105,717,0,0.652393487368145,0.0,0.0,2,0,4,1,Gd,7,Min2,1,Po,Attchd,1984.0,Unf,515.0,TA,TA,P,0,195,1012,0,0,444,0,4,2007,WD ,Normal,228500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,350248.7446982402,2.0,23,3.9143609242088697,12.339295865674435,Recent
732,903202170,70,50.0,-0.6420344308462851,Pave,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,297.0,297.0,GasA,Ex,Y,SBrkr,1001,653,0,0.3193984501646576,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1955.0,Unf,336.0,TA,TA,N,244,60,0,0,0,0,0,5,2009,WD ,Normal,137000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,428931.3236472287,2.0,79,1.596992250823288,11.827743504053695,Old
2390,528120110,60,80.0,0.013932145103497022,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1030.0,1030.0,GasA,Gd,Y,SBrkr,1038,1060,0,1.1994567627738741,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,878.0,TA,TA,Y,192,52,0,0,0,0,0,3,2006,WD ,Normal,275500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,229687.3122486519,2.5,1,9.595654102190993,12.526346537332584,New
1511,908275280,50,59.0,0.7874260659109484,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,SBrkr,872,521,0,-0.19793312549076017,0.0,0.0,1,1,3,1,TA,8,Typ,0,,Attchd,1955.0,Unf,300.0,TA,TA,Y,121,0,0,0,265,0,0,4,2008,WD ,Normal,135500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-684574.6494632368,1.5,53,-0.9896656274538008,11.816734299348461,Old
2667,902400110,75,90.0,1.5929728989523095,Pave,IR2,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1107.0,1107.0,GasA,Ex,Y,SBrkr,1518,1518,572,4.192447870971885,0.0,0.0,2,1,4,1,Ex,12,Typ,2,TA,Detchd,1993.0,Unf,840.0,Ex,TA,Y,0,260,0,0,410,0,0,6,2006,WD ,Normal,339500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,80978.94367409218,2.5,114,41.924478709718855,12.73523217148465,
24,527402200,20,68.0,0.13829247512730988,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,ALQ,578.0,Unf,0.0,426.0,1004.0,GasA,Ex,Y,SBrkr,1004,0,0,-0.9689752056821683,1.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1970.0,Fin,480.0,TA,TA,Y,0,0,0,0,0,0,700,3,2010,WD ,Normal,149000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-153770.70447855524,1.0,40,-5.8138512340930095,11.91170829631447,Old
1567,914475020,80,76.0,-0.03079284871126085,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522.0,Unf,0.0,574.0,1096.0,GasA,TA,Y,SBrkr,1118,0,0,-0.7430142875798019,1.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977.0,Fin,358.0,TA,TA,Y,203,0,0,0,0,576,0,7,2008,WD ,Normal,171000,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-230143.6228864362,1.0,31,-4.458085725478812,12.049424683420915,Old
159,535377090,90,64.0,-0.39120175720185135,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,1056.0,Unf,0.0,0.0,1056.0,GasA,Gd,Y,SBrkr,1056,0,0,-0.8659053132144222,2.0,0.0,0,0,0,2,TA,4,Typ,0,,Detchd,1980.0,Unf,576.0,TA,TA,Y,264,56,0,0,0,0,600,6,2010,WD ,Normal,144000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-166299.9381138358,0.0,30,-5.1954318792865335,11.87757552297847,Recent
862,907227290,85,70.0,-0.20907164350064292,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,SFoyer,5,7,1972,2007,Gable,CompShg,HdBoard,Wd Shng,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,656.0,Unf,0.0,112.0,768.0,GasA,TA,Y,SBrkr,768,0,0,-1.4367539484204006,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1988.0,Unf,396.0,TA,TA,Y,58,0,0,0,0,0,0,3,2009,WD ,Normal,133000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-92569.78214413342,1.0,37,-7.183769742102003,11.798111925972618,Old
903,909101010,50,67.0,0.2765672476712696,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684,512,0,-0.5884094488781828,0.0,0.0,1,0,3,1,Gd,7,Typ,0,,Detchd,2005.0,Unf,528.0,TA,TA,Y,0,46,0,0,0,0,800,8,2009,ConLI,Normal,110000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-186944.65258795168,1.0,89,-3.530456693269097,11.608244735642321,Old
1357,903426160,60,57.0,-0.2526785124700318,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,2.5Unf,6,8,1910,1983,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,Mn,Rec,196.0,Unf,0.0,1046.0,1242.0,GasA,Gd,Y,SBrkr,1242,742,0,0.9734958446715077,0.0,0.0,2,0,5,1,TA,8,Typ,0,,Detchd,1979.0,,360.0,,,Y,64,0,180,0,0,0,1000,9,2008,WD ,Normal,160000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,164356.12013730753,2.0,98,5.840975068029047,11.982935344196433,Old
2550,534428060,20,69.0,-0.1434749859056647,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,Rec,567.0,BLQ,28.0,413.0,1008.0,GasA,TA,Y,FuseA,1053,0,0,-0.8718516531644845,0.0,1.0,1,1,3,1,Ex,6,Typ,0,,2Types,1998.0,RFn,750.0,TA,TA,Y,0,80,0,180,0,0,0,7,2006,WD ,Abnorml,150000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-172047.61779777324,1.5,48,-4.359258265822422,11.918397239722838,Old
445,528142130,20,85.0,0.06549012408439846,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,1124.0,,479.0,1603.0,3206.0,GasA,Ex,Y,SBrkr,1629,0,0,0.269845617247472,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2003.0,RFn,880.0,TA,TA,Y,0,0,0,0,0,0,0,10,2009,WD ,Normal,284000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1052453.6321801632,2.0,6,2.158764937979776,12.556733038263905,New
2872,909475020,20,68.0,0.7768659979269084,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,Av,Rec,1110.0,Unf,0.0,734.0,1844.0,GasA,Gd,Y,SBrkr,1844,0,0,0.6959999803352683,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1969.0,RFn,540.0,TA,TA,Y,0,73,216,0,0,0,0,12,2006,WD ,Normal,223000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,320402.3079031974,2.0,37,4.1759998820116095,12.314931534737134,Old
2310,526354020,20,90.0,0.198671216777233,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,434.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1851.0,1851.0,GasA,Gd,Y,SBrkr,1851,0,0,0.7098747735520803,0.0,0.0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1969.0,Fin,506.0,TA,TA,Y,0,146,0,0,0,0,0,3,2006,WD ,Normal,192100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,270611.10939154465,2.0,37,4.969123414864562,12.16577655436517,Old
924,909277100,30,80.0,0.4015487581647319,Pave,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,163.0,876.0,GasA,Ex,Y,SBrkr,964,0,0,-1.0482597383496652,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1921.0,Unf,432.0,TA,TA,Y,0,0,44,0,0,0,0,8,2009,WD ,Normal,163500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-155972.7937823953,1.0,88,-5.241298691748327,12.004574385508691,Old
2903,921205050,20,88.0,0.18003580268775055,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,382.0,Ex,TA,PConc,Gd,TA,Gd,GLQ,1455.0,Unf,0.0,383.0,1838.0,GasA,Ex,Y,SBrkr,1838,0,0,0.6841073004351438,1.0,0.0,2,0,3,1,Ex,9,Typ,1,Gd,Attchd,2005.0,Fin,682.0,TA,TA,Y,161,225,0,0,0,0,0,9,2006,New,Partial,339500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,496267.17882421723,2.0,1,6.156965703916294,12.73523217148465,New
2051,905101070,20,62.0,0.518206450364892,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,4,3,1964,1964,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Rec,513.0,LwQ,144.0,348.0,1005.0,GasA,TA,Y,SBrkr,1005,0,0,-0.9669930923654809,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1964.0,Unf,440.0,TA,TA,N,0,0,0,0,0,0,0,7,2007,WD ,Normal,115400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-119339.01173761836,1.0,43,-3.8679723694619237,11.656168298529856,Old
312,914476520,20,129.0,-0.1157703369593008,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1560.0,1560.0,GasA,Ex,Y,SBrkr,1560,0,0,0.13307979839603973,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,Fin,573.0,TA,TA,Y,100,150,0,0,0,0,0,4,2010,WD ,Normal,201000,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1510371.9905092784,2.0,7,0.9315585887722782,12.211065162153215,New
549,531452070,120,50.0,-0.3668514827915943,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1332.0,1332.0,GasA,Gd,Y,SBrkr,1332,0,0,-0.3188420378086931,0.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,1990.0,RFn,542.0,TA,TA,Y,0,60,0,0,0,0,0,2,2009,WD ,Normal,145000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-454770.6475486798,2.0,19,-1.9130522268521584,11.884495917930655,Recent
1836,533206060,120,80.0,-0.820561697823527,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,0.0,1081.0,1141.0,GasA,Ex,Y,SBrkr,1151,0,0,-0.6776045481291169,1.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006.0,Fin,484.0,TA,TA,Y,0,60,0,0,0,0,0,2,2007,New,Partial,166000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-244980.6460985691,2.0,1,-5.420836385032935,12.019749091416921,New
2084,905476170,30,58.0,-0.12794547416442933,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348.0,Unf,0.0,180.0,528.0,GasA,Ex,Y,SBrkr,605,0,0,-1.7598384190404508,1.0,0.0,1,0,2,1,TA,5,Typ,0,,,1979.0,,0.0,,,N,0,0,144,0,0,0,0,7,2007,WD ,Normal,86000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-48868.122817145544,1.0,87,-7.039353676161803,11.362114203075018,Old
307,911204090,20,66.0,-0.17590060642136415,Grvl,Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,540.0,540.0,GasA,TA,N,FuseA,1044,0,0,-0.8896906730146713,0.0,0.0,1,0,2,1,Fa,4,Typ,0,,Basment,1952.0,Unf,504.0,TA,TA,N,0,0,0,0,0,0,54,6,2010,WD ,Alloca,55993,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-62935.35685866031,1.0,58,-4.448453365073356,10.932999821119937,Old
